"","Hyllypaikka","Tekijä","Nimeke","Lainojen.lkm.","ISBN.ISSN","Julkaisuvuosi","Vuosi"
"2314","84.2","McKay, Hilary.","Milla ja yölliset ongelmat",457,"978-951-883-640-0","2014","2015"
"2315","84.2","McKinley, Tamara.","Perintöosa",578,"978-951-0-37780-2","01","2012"
"2316","84.2","McLain, Paula.","Nuoruutemme Pariisi",469,"978-951-20-9105-8","2014","2014"
"2317","84.2","Melling, David.","Huuko lähtee yökylään",527,"978-951-883-378-2","01","2013"
"2318","84.2","Meriläinen, Rosa.","Nainen punainen",609,"978-951-851-385-1","01","2013"
"2319","84.2","Mina, Denise.","Valheiden varjo",727,"978-952-01-1013-0","2014","2014"
"2320","84.2","Misko, Anna.","Armovuosi",437,"978-952-492-842-7","2014","2015"
"2321","84.2","Misko, Anna.","Armovuosi",767,"978-952-492-842-7","2014","2014"
"2322","84.2","Moomin and the moonlight adventure, suomi","Muumin kuutamoseikkailu",574,"978-951-0-37128-2","2012","2013"
"2323","84.2","Moomin and the moonlight adventure, suomi","Muumin kuutamoseikkailu",629,"978-951-0-37128-2","01","2012"
"2324","84.2","Moomin and the new friend.","Muumi ja uusi ystävä",597,"978-951-0-39437-3","01","2013"
"2325","84.2","Moomin and the winter snow.","Muumi ja ensilumi",543,"978-951-0-38603-3","01","2012"
"2326","84.2","Moriarty, Liane.","Hyvä aviomies",797,"978-951-0-40599-4","2014","2015"
"2327","84.2","Morrison, Toni.","Koti",479,"978-951-31-7218-3","2014","2014"
"2328","84.2","Morton, Kate.","Hylätty puutarha",758,"978-952-279-094-1","2014","2015"
"2329","84.2","Moyes, Jojo, kirjoittaja.","Kerro minulle jotain hyvää",978,"978-951-20-9836-1","2015","2015"
"2330","84.2","Moyes, Jojo.","Ole niin kiltti, älä rakasta häntä",468,"978-951-20-9290-1","2014","2015"
"2331","84.2","Moyes, Jojo.","Ole niin kiltti, älä rakasta häntä",537,"978-951-20-9290-1","2014","2014"
"2332","84.2","Munro, Alice, kirjoittaja.","Nuoruudenystävä",584,"978-951-31-8188-8","2015","2015"
"2333","84.2","Munro, Alice.","Kallis elämä : kertomuksia",689,"978-951-31-7271-8","2013","2014"
"2334","84.2","Murakami, Haruki.","Värittömän miehen vaellusvuodet",699,"978-951-31-7947-2","2014","2015"
"2335","84.2","Mustonen, Enni, kirjoittaja.","Emännöitsijä",2203,"978-951-1-27583-1","2015","2015"
"2336","84.2","Mustonen, Enni, kirjoittaja.","Lapsenpiika",2182,"978-951-1-27582-4","2014","2015"
"2337","84.2","Mustonen, Enni.","Jääleinikki",787,"978-951-1-25423-2","2011","2015"
"2338","84.2","Mustonen, Enni.","Jääleinikki",889,"978-951-1-25423-2","2011","2014"
"2339","84.2","Mustonen, Enni.","Kultarikko",969,"978-951-1-26353-1","2012","2015"
"2340","84.2","Mustonen, Enni.","Kultarikko",1197,"978-951-1-26353-1","2012","2014"
"2341","84.2","Mustonen, Enni.","Lapinvuokko",724,"978-951-1-24357-1","2010","2015"
"2342","84.2","Mustonen, Enni.","Lapinvuokko",803,"978-951-1-24357-1","2010","2014"
"2343","84.2","Mustonen, Enni.","Lapsenpiika",1881,"978-951-1-27582-4","2014","2014"
"2344","84.2","Mustonen, Enni.","Morsiuskesä",503,"978-951-1-23839-3","2009","2015"
"2345","84.2","Mustonen, Enni.","Morsiuskesä",547,"978-951-1-23839-3","2009","2014"
"2346","84.2","Mustonen, Enni.","Morsiuskesä",712,"978-951-1-23839-3","01","2013"
"2347","84.2","Mustonen, Enni.","Mustasukkaiset",444,"951-1-20456-4","2005","2015"
"2348","84.2","Mustonen, Enni.","Nimettömät",454,"951-1-19759-2","2004","2015"
"2349","84.2","Mustonen, Enni.","Nimettömät",470,"951-1-19759-2","2004","2014"
"2350","84.2","Mustonen, Enni.","Paimentyttö",1343,"978-951-1-27207-6","2013","2015"
"2351","84.2","Mustonen, Enni.","Paimentyttö",2064,"978-951-1-27207-6","2013","2014"
"2352","84.2","Mustonen, Enni.","Parittomat",497,"978-951-1-23023-6","2008","2015"
"2353","84.2","Mustonen, Enni.","Parittomat",518,"978-951-1-23023-6","2008","2014"
"2354","84.2","Mustonen, Enni.","Yllätysperintö : romaani",444,"951-1-19029-6","2003","2014"
"2355","84.2","Neel, Julien.","Kesäblues",509,"978-951-20-8637-5","1997","2012"
"2356","84.2","Neel, Julien.","Päiväkirjaelämää",589,"978-951-20-8461-6","01","2013"
"2357","84.2","Nesbø, Jo, kirjoittaja.","Verta lumella. Osa I /",2121,"978-951-0-40668-7","2015","2015"
"2358","84.2","Nesbø, Jo.","Aave",592,"978-951-0-38712-2","2012","2015"
"2359","84.2","Nesbø, Jo.","Aave",737,"978-951-0-38712-2","2012","2014"
"2360","84.2","Nesbø, Jo.","Lumiukko",437,"978-951-0-33769-1","2008","2014"
"2361","84.2","Nesbø, Jo.","Panssarisydän",526,"978-951-0-36254-9","01","2013"
"2362","84.2","Nesbø, Jo.","Pelastaja",477,"978-951-0-31892-8","2007","2014"
"2363","84.2","Nesbø, Jo.","Torakat",730,"978-951-0-34900-7","01","2012"
"2364","84.2","Nesbø, Jo.","Veritimantit",489,"951-0-29155-2","01","2012"
"2365","84.2","Nesser, Håkan, kirjoittaja.","Pikku-Burman teurastajatar : rikosromaani",810,"978-951-31-7798-0","2015","2015"
"2366","84.2","Nesser, Håkan.","Herra Roosin tarina : rikosromaani",752,"978-951-31-7110-0","01","2013"
"2367","84.2","Nesser, Håkan.","Kokonaan toinen juttu : rikosromaani",768,"978-951-31-6122-4","2012","2012"
"2368","84.2","Nesser, Håkan.","Sukujuhlat : romaani",606,"978-951-31-5913-9","01","2013"
"2369","84.2","Nesser, Håkan.","Sukujuhlat : romaani",969,"978-951-31-5913-9","01","2012"
"2370","84.2","Nesser, Håkan.","Yksinäiset : rikosromaani",763,"978-951-31-7602-0","2014","2014"
"2371","84.2","Nesser, Håkan.","Yksinäiset : rikosromaani",770,"978-951-31-7602-0","2014","2015"
"2372","84.2","Nevanlinna, Arne.","Heta : romaani",493,"978-951-0-40174-3","2014","2015"
"2373","84.2","Nevanlinna, Arne.","Heta : romaani",946,"978-951-0-40174-3","2014","2014"
"2374","84.2","Nicholls, David, kirjoittaja.","Yhtä matkaa",696,"978-951-1-28586-1","2014","2015"
"2375","84.2","Niemelä, Reetta, kirjoittaja.","Ystäväni Uljas",547,"978-951-1-28325-6","2015","2015"
"2376","84.2","Nieminen, Veera.","Avioliittosimulaattori",901,"978-951-31-7420-0","2013","2015"
"2377","84.2","Nieminen, Veera.","Avioliittosimulaattori",1007,"978-951-31-7420-0","2013","2014"
"2378","84.2","Noble, Elizabeth.","Yhdessä jälleen",525,"978-951-23-5462-7","2013","2014"
"2379","84.2","Nopola, Sinikka, kirjoittaja.","Hetki lyö, Risto Räppääjä",2230,"978-951-31-0995-0","1997","2015"
"2380","84.2","Nopola, Sinikka, kirjoittaja.","Hetki lyö, Risto Räppääjä",2307,"951-31-0995-X","1997","2014"
"2381","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja Hilpuri Tilli",2285,"951-31-3116-5","2004","2015"
"2382","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja Hilpuri Tilli",2351,"951-31-3116-5","2004","2014"
"2383","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja kauhea makkara",2251,"951-31-1145-8","1998","2014"
"2384","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja kauhea makkara",2346,"951-31-1145-8","1998","2015"
"2385","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja komea Kullervo",2438,"978-951-31-2550-9","2002","2015"
"2386","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja nukkavieru Nelli",2019,"978-951-31-6874-2","2012","2014"
"2387","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja nukkavieru Nelli",2250,"978-951-31-6874-2","2012","2015"
"2388","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja Nuudelipää",2256,"951-31-1478-3","2000","2014"
"2389","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja Nuudelipää",2372,"978-951-31-1478-7","2000","2015"
"2390","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja pakastaja-Elvi",2065,"951-31-2050-3","2001","2014"
"2391","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja pakastaja-Elvi",2125,"951-31-2050-3","2001","2015"
"2392","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja Sevillan saituri",625,"978-951-31-8450-6","2014","2015"
"2393","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja sitkeä finni",2195,"951-31-2772-9","2003","2014"
"2394","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja sitkeä finni",2405,"951-31-2772-9","2003","2015"
"2395","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja viimeinen tötterö",635,"978-951-31-8216-8","2014","2015"
"2396","84.2","Nopola, Sinikka, kirjoittaja.","Risto Räppääjä ja yöhaukka",1268,"978-951-31-8508-4","2015","2015"
"2397","84.2","Nopola, Sinikka.","Heinähattu ja Vilttitossu",468,"951-30-9048-5","1989","2015"
"2398","84.2","Nopola, Sinikka.","Heinähattu, Vilttitossu ja ärhäkkä koululainen",502,"978-951-31-7192-6","2013","2015"
"2399","84.2","Nopola, Sinikka.","Heinähattu, Vilttitossu ja kielletty kampela",478,"951-31-3412-1","2005","2015"
"2400","84.2","Nopola, Sinikka.","Heinähattu, Vilttitossu ja kielletty kampela",503,"951-31-3412-1","2005","2014"
"2401","84.2","Nopola, Sinikka.","Heinähattu, Vilttitossu ja tanssiva konstaapeli",455,"951-31-2818-0","2003","2015"
"2402","84.2","Nopola, Sinikka.","Heinähattu, Vilttitossu ja tanssiva konstaapeli",495,"951-31-2818-0","2003","2014"
"2403","84.2","Nopola, Sinikka.","Heinähattu, Vilttitossu ja vauva",433,"951-30-9487-1","1990","2014"
"2404","84.2","Nopola, Sinikka.","Likka, äite ja rouva Obama : episodiromaani",489,"978-951-0-39927-9","2013","2015"
"2405","84.2","Nopola, Sinikka.","Likka, äite ja rouva Obama : episodiromaani",1368,"978-951-0-39927-9","2013","2014"
"2406","84.2","Nopola, Sinikka.","Matkustan melko harvoin ja muita kirjoituksia",604,"978-951-0-39078-8","2001","2013"
"2407","84.2","Nopola, Sinikka.","Risto Räppääjä : erittäin salainen - top secret",1434,"978-951-31-4473-9","2008","2015"
"2408","84.2","Nopola, Sinikka.","Risto Räppääjä : erittäin salainen - top secret",1483,"978-951-31-4473-9","2008","2014"
"2409","84.2","Nopola, Sinikka.","Risto Räppääjä ja kaksoisolento",618,"978-951-31-7194-0","2013","2015"
"2410","84.2","Nopola, Sinikka.","Risto Räppääjä ja kauhea makkara",453,"951-31-3310-9","2005","2015"
"2411","84.2","Nopola, Sinikka.","Risto Räppääjä ja kauhea makkara [Äänite]",617,"951-31-3310-9","2011","2012"
"2412","84.2","Nopola, Sinikka.","Risto Räppääjä ja komea Kullervo",505,"978-951-31-3311-5","2005","2015"
"2413","84.2","Nopola, Sinikka.","Risto Räppääjä ja kuuluisa Kamilla",621,"978-951-31-5081-5","2009","2015"
"2414","84.2","Nopola, Sinikka.","Risto Räppääjä ja nukkavieru Nelli",521,"978-951-31-6967-1","2012","2015"
"2415","84.2","Nopola, Sinikka.","Risto Räppääjä ja Nuudelipää [Äänite] /",526,"951-31-3514-4","2005","2015"
"2416","84.2","Nopola, Sinikka.","Risto Räppääjä ja Sevillan saituri",671,"978-951-31-8052-2","2014","2015"
"2417","84.2","Nopola, Sinikka.","Risto Räppääjä ja viimeinen tötterö",2756,"978-951-31-3899-8","2007","2014"
"2418","84.2","Nopola, Sinikka.","Risto Räppääjä ja viimeinen tötterö",2773,"978-951-31-3899-8","2007","2015"
"2419","84.2","Nopola, Sinikka.","Risto Räppääjä ja villi kone",2437,"951-31-3732-5","2006","2014"
"2420","84.2","Nopola, Sinikka.","Risto Räppääjä ja villi kone",2516,"978-951-31-3732-8","2006","2015"
"2421","84.2","Nopola, Sinikka.","Risto Räppääjä saa isän",542,"978-951-31-6358-7","2011","2015"
"2422","84.2","Nopola, Sinikka.","Risto Räppääjän elokuvakirja",462,"978-951-31-4478-4","2008","2014"
"2423","84.2","Nopola, Tiina.","Rauhallinen Erkki ja hiutalepoika",431,"978-951-31-7391-3","2013","2014"
"2424","84.2","Nopola, Tiina.","Siiri ja hurja Hunskeli",722,"978-951-31-3900-1","01","2012"
"2425","84.2","Nopola, Tiina.","Siiri ja sotkuinen Kerttu",677,"978-951-31-3114-2","1994","2012"
"2426","84.2","Nopola, Tiina.","Siiri ja sotkuinen Kerttu",728,"978-951-31-3114-2","01","2013"
"2427","84.2","Nopola, Tiina.","Siiri ja yläkerran Onni",685,"951-31-2816-4","2012","2012"
"2428","84.2","Nordqvist, Sven.","Viiru ja Pesonen kettujahdissa",893,"978-951-31-0394-1","01","2013"
"2429","84.2","Nordqvist, Sven.","Viiru kateissa",886,"978-951-31-2126-6","01","2012"
"2430","84.2","Nordqvist, Sven.","Viiru muuttaa",556,"978-951-31-6844-5","01","2012"
"2431","84.2","Nordqvist, Sven.","Viiru muuttaa [Äänite] /",456,"978-951-31-6968-8","2012","2015"
"2432","84.2","Nordqvist, Sven.","Viirun ja Pesosen kylvöpuuhat",919,"951-30-9514-2","2012","2013"
"2433","84.2","Noronen, Paula.","Supermarsu palaa tulevaisuuteen",458,"978-951-31-7799-7","2014","2015"
"2434","84.2","Noronen, Paula.","Supermarsu tekee maalin",481,"978-951-20-9196-6","2013","2014"
"2435","84.2","Nousiainen, Miika.","Metsäjätti",487,"978-951-1-25534-5","2011","2014"
"2436","84.2","Nousiainen, Miika.","Vadelmavenepakolainen",439,"978-951-1-22090-9","2007","2014"
"2437","84.2","Numminen, Juha, kirjoittaja.","Ystävä sä lapsien : rikosromaani",875,"978-952-289-233-1","2015","2015"
"2438","84.2","Nuotio, Eppu, kirjoittaja.","Mutta minä rakastan sinua : romaani",2137,"978-951-1-26974-8","2015","2015"
"2439","84.2","Nykänen, Harri.","Mullasta maan",438,"978-952-289-213-3","2014","2014"
"2440","84.2","Nykänen, Harri.","Mullasta maan",1019,"978-952-289-213-3","2014","2015"
"2441","84.2","Nykänen, Harri.","Paha paha tyttö",464,"978-952-92-7216-7","2010","2014"
"2442","84.2","Nykänen, Harri.","Paha paha tyttö",759,"978-952-92-7216-7","2011","2012"
"2443","84.2","Nykänen, Harri.","Susiraja",576,"978-952-5918-92-2","2012","2014"
"2444","84.2","O'Farrell, Maggie.","Varoitus tukalasta helteestä",437,"978-951-52-3411-7","2014","2014"
"2445","84.2","Odgers, Darrel.","Nappi ratkaisee",458,"978-951-32-3937-4","2014","2015"
"2446","84.2","Ohlsson, Kristina, kirjoittaja.","Daavidintähdet",706,"978-951-0-39841-8","2015","2015"
"2447","84.2","Ohlsson, Kristina.","Paratiisiuhrit",551,"978-951-0-39698-8","2014","2015"
"2448","84.2","Ohlsson, Kristina.","Paratiisiuhrit",700,"978-951-0-39698-8","2014","2014"
"2449","84.2","Ohlsson, Kristina.","Varjelijat",479,"978-951-0-39692-6","2013","2015"
"2450","84.2","Ohlsson, Kristina.","Varjelijat",701,"978-951-0-39692-6","2013","2014"
"2451","84.2","Oksanen, Sofi, kirjoittaja.","Norma",936,"978-952-01-1294-3","2015","2015"
"2452","84.2","Oksanen, Sofi.","Kun kyyhkyset katosivat",763,"978-952-01-0781-9","2012","2015"
"2453","84.2","Oksanen, Sofi.","Kun kyyhkyset katosivat",1100,"978-952-01-0781-9","2012","2014"
"2454","84.2","Oksanen, Sofi.","Puhdistus : romaani",592,"978-951-0-33973-2","2008","2015"
"2455","84.2","Oksanen, Sofi.","Puhdistus : romaani",745,"978-951-0-33973-2","2008","2014"
"2456","84.2","Oksanen, Sofi.","Puhdistus : romaani",1169,"978-951-0-33973-2","2013","2013"
"2457","84.2","Ollikainen, Aki, kirjoittaja.","Musta satu",605,"978-952-234-284-3","2015","2015"
"2458","84.2","Ollikainen, Milla, kirjoittaja.","Vesiraukka",724,"978-952-01-1126-7","2014","2015"
"2459","84.2","Ollikainen, Milla.","Veripailakat",444,"978-952-01-0935-6","2013","2015"
"2460","84.2","Ollikainen, Milla.","Veripailakat",597,"978-952-01-0935-6","2013","2014"
"2461","84.2","Olsson, Linda, kirjoittaja.","Kun mustarastas laulaa",1512,"978-951-20-9626-8","2015","2015"
"2462","84.2","Olsson, Linda.","Kaikki hyvä sinussa",457,"978-951-20-8408-1","2012","2014"
"2463","84.2","Olsson, Linda.","Kaikki hyvä sinussa",492,"978-951-20-8408-1","2012","2015"
"2464","84.2","Oranen, Raija.","Aurora",507,"978-951-851-577-0","2014","2014"
"2465","84.2","Oranen, Raija.","Aurora",722,"978-951-851-577-0","2014","2015"
"2466","84.2","Oranen, Raija.","Kaiken takana Kekkonen",594,"978-951-851-506-0","2013","2014"
"2467","84.2","Orkoma, Marja, kirjoittaja.","Villiminttu & Vetoketju",1162,"978-951-883-695-0","2015","2015"
"2468","84.2","Orkoma, Marja.","Lesti & Lautanen",685,"978-951-883-489-5","2013","2015"
"2469","84.2","Orkoma, Marja.","Lesti & Lautanen",1050,"978-951-883-489-5","2013","2014"
"2470","84.2","Orkoma, Marja.","Pepperoni & pikilanka",981,"978-951-883-584-7","2014","2015"
"2471","84.2","Orkoma, Marja.","Pepperoni & pikilanka",1058,"978-951-883-584-7","2014","2014"
"2472","84.2","Orkoma, Marja.","Puistotie 4",561,"978-951-883-344-7","2012","2015"
"2473","84.2","Orkoma, Marja.","Puistotie 4",710,"978-951-883-344-7","2012","2014"
"2474","84.2","Orkoma, Marja.","Unikkopolku 21",466,"978-951-883-080-4","2010","2015"
"2475","84.2","Orkoma, Marja.","Unikkopolku 21",529,"978-951-883-080-4","2010","2014"
"2476","84.2","Orkoma, Marja.","Villiruusu 6",482,"978-951-883-217-4","2011","2015"
"2477","84.2","Orkoma, Marja.","Villiruusu 6",581,"978-951-883-217-4","2011","2014"
"2478","84.2","Paasilinna, Mauri.","Kannakselta kotiin",738,"978-951-20-9306-9","2013","2014"
"2479","84.2","Paavilainen, Ulla-Maija.","Kummitäti : romaani",894,"978-951-1-25512-3","2011","2012"
"2480","84.2","Pakkanen, Outi, kirjoittaja.","Helle",1083,"978-951-1-29068-1","2015","2015"
"2481","84.2","Pakkanen, Outi.","Julma kuu",574,"978-952-5918-70-0","2012","2015"
"2482","84.2","Pakkanen, Outi.","Julma kuu",845,"978-952-5918-70-0","2012","2014"
"2483","84.2","Pakkanen, Outi.","Marius",1434,"978-952-289-137-2","2014","2014"
"2484","84.2","Pakkanen, Outi.","Marius",1476,"978-952-289-137-2","2014","2015"
"2485","84.2","Pakkanen, Outi.","Rakastaja",997,"978-951-1-27363-9","2013","2015"
"2486","84.2","Pakkanen, Outi.","Rakastaja",2046,"978-951-1-27363-9","2013","2014"
"2487","84.2","Pakkanen, Outi.","Seuralainen",824,"978-951-1-24571-1","01","2013"
"2488","84.2","Pakkanen, Outi.","Talvimies : jännitysromaani",479,"978-951-1-22087-9","2007","2014"
"2489","84.2","Pakkanen, Outi.","Talvimies : jännitysromaani",583,"978-951-1-22087-9","01","2013"
"2490","84.2","Pakkanen, Outi.","Toinen kerros",640,"978-951-1-26585-6","2009","2012"
"2491","84.2","Pakkanen, Outi.","Toinen kerros",670,"978-951-1-26585-6","2012","2015"
"2492","84.2","Pakkanen, Outi.","Toinen kerros",988,"978-951-1-26585-6","2012","2014"
"2493","84.2","Pakkanen, Outi.","Yöpuisto",532,"978-951-1-23008-3","2012","2013"
"2494","84.2","Paloheimo, Laura.","OMG",624,"978-951-1-27373-8","2013","2014"
"2495","84.2","Pancol, Katherine, kirjoittaja.","Mimmit",735,"978-952-279-177-1","2014","2015"
"2496","84.2","Pancol, Katherine, kirjoittaja.","Mimmit. 2 /",575,"978-952-279-240-2","2015","2015"
"2497","84.2","Pancol, Katherine.","Central Parkin oravat ovat surullisia maanantaisin",525,"978-952-279-040-8","01","2013"
"2498","84.2","Pancol, Katherine.","Kilpikonnien hidas valssi",484,"978-952-5637-27-4","01","2012"
"2499","84.2","Parkin, Gaile.","Kigalin kakkukauppa muuttaa",552,"978-951-31-7118-6","01","2013"
"2500","84.2","Parvela, Timo, kirjoittaja.","Ella ja kaverit lapsenvahteina",1308,"978-951-31-8267-0","2015","2015"
"2501","84.2","Parvela, Timo, kirjoittaja.","Ella ja kaverit liemessä",712,"978-951-31-8509-1","2015","2015"
"2502","84.2","Parvela, Timo, kirjoittaja.","Paten jalkapallokirja",714,"978-951-31-8354-7","2015","2015"
"2503","84.2","Parvela, Timo.","Ella : varokaa lapsia!",836,"951-31-3685-X","2006","2015"
"2504","84.2","Parvela, Timo.","Ella : varokaa lapsia!",934,"951-31-3685-X","2006","2014"
"2505","84.2","Parvela, Timo.","Ella aalloilla",774,"951-31-3437-7","2005","2015"
"2506","84.2","Parvela, Timo.","Ella aalloilla",852,"951-31-3437-7","2005","2014"
"2507","84.2","Parvela, Timo.","Ella ja Äf Yksi",861,"978-951-31-4315-2","2008","2015"
"2508","84.2","Parvela, Timo.","Ella ja Äf Yksi",910,"978-951-31-4315-2","2008","2014"
"2509","84.2","Parvela, Timo.","Ella ja Äf Yksi",1085,"978-951-31-4315-2","01","2013"
"2510","84.2","Parvela, Timo.","Ella ja kadonnut karttakeppi",499,"978-951-31-6966-4","2012","2015"
"2511","84.2","Parvela, Timo.","Ella ja kadonnut karttakeppi",754,"978-951-31-5996-2","01","2012"
"2512","84.2","Parvela, Timo.","Ella ja kadonnut karttakeppi",974,"978-951-31-5996-2","2012","2015"
"2513","84.2","Parvela, Timo.","Ella ja kadonnut karttakeppi",1022,"978-951-31-5996-2","2012","2014"
"2514","84.2","Parvela, Timo.","Ella ja kaverit karkaavat koulusta",539,"978-951-31-8046-1","2014","2015"
"2515","84.2","Parvela, Timo.","Ella ja kaverit menevät metsään",562,"978-951-31-7190-2","2013","2015"
"2516","84.2","Parvela, Timo.","Ella ja kaverit menevät metsään",741,"978-951-31-5997-9","01","2013"
"2517","84.2","Parvela, Timo.","Ella ja kaverit. 1-3 /",439,"951-31-3296-X","2005","2014"
"2518","84.2","Parvela, Timo.","Ella ja kaverit. 4-7",514,"951-31-3566-7","01","2013"
"2519","84.2","Parvela, Timo.","Ella ja kiristäjä",485,"951-31-0623-3","1995","2014"
"2520","84.2","Parvela, Timo.","Ella ja kiristäjä",555,"951-31-0623-3","2011","2012"
"2521","84.2","Parvela, Timo.","Ella ja Pate",488,"951-31-1632-8","1999","2015"
"2522","84.2","Parvela, Timo.","Ella ja Pate",558,"951-31-1632-8","1999","2014"
